Sample ID,Cattle Tag Number,Biorepository Number,USNM Number,Country,Region,Site,Sampling Date,Latitude,Longitude,Set,STRI,RSMAS,ANALYSIS,PANAMA_MANUSCRIPT,REPLICATE,SINGLETON,Region:Site,haplotype,mtorf_type,Species
Wolf2_4E,4E,NA,NA,Ecuador,Galapagos Northern,Wolf2,,1.38396,-91.82057,USFQ_CSUMB,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,Galapagos Northern:Wolf2,IV,Type 1a,P. grandis
Wolf2_5E,5E,NA,NA,Ecuador,Galapagos Northern,Wolf2,,1.38396,-91.82057,USFQ_CSUMB,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,Galapagos Northern:Wolf2,IV,Type 1a,P. grandis
Perlas_334_AP3XG25,334,AP3XG25,USNM 1666068,Panama,Panama,Contadora,3/3/22,8.63388,-79.0292,STRI,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,Panama:Contadora,NA,NA,P. grandis
Perlas_336_AP3XG27,336,AP3XG27,NA,Panama,Panama,Contadora,3/3/22,8.63388,-79.0292,STRI,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,Panama:Contadora,IV,Type 1a,P. grandis
Perlas_337b_AP3XG28,337,AP3XG28,NA,Panama,Panama,Contadora,3/3/22,8.63388,-79.0292,STRI,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,Panama:Contadora,IV,Type 1a,P. grandis
Perlas_338_AP3XG29,338,AP3XG29,NA,Panama,Panama,Contadora,3/3/22,8.63388,-79.0292,STRI,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,Panama:Contadora,IV,Type 1a,P. grandis
Perlas_342_AP3XG33,342,AP3XG33,NA,Panama,Panama,Contadora,3/3/22,8.63388,-79.0292,STRI,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,Panama:Contadora,I,Type 3a,P. verrucosa 3a
Perlas_345_AP3XG36,345,AP3XG36,USNM 1666065,Panama,Panama,Contadora,3/3/22,8.63388,-79.0292,STRI,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,Panama:Contadora,I,Type 3a,P. verrucosa 3a
Perlas_348_AP3XG39,348,AP3XG39,USNM 1666075,Panama,Panama,Contadora,3/3/22,8.63388,-79.0292,STRI,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,Panama:Contadora,IV,Type 1a,P. grandis
Perlas_349_AP3XG40,349,AP3XG40,NA,Panama,Panama,Contadora,3/3/22,8.63388,-79.0292,STRI,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,Panama:Contadora,I,Type 3a,P. verrucosa 3a
Coiba_698_AP3XF39,698,AP3XF39,USNM 1666043,Panama,Chiriqui,Wahoo,11/29/21,7.686389,-81.60889,STRI,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,Chiriqui:Wahoo,IV,Type 1a,P. grandis
Coiba_909_AP3XF42,909,AP3XF42,USNM 1666057,Panama,Chiriqui,Wahoo,11/29/21,7.686389,-81.60889,STRI,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,Chiriqui:Wahoo,IV,Type 1a,P. grandis
Coiba_677_AP3XF57,677,AP3XF57,USNM 1666060,Panama,Chiriqui,Canales,11/29/21,7.695942,-81.632929,STRI,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,Chiriqui:Canales,I,Type 3a,P. verrucosa 3a
Coiba_680_AP3XF41,680,AP3XF41,USNM 1666110,Panama,Chiriqui,Wahoo,11/29/21,7.686389,-81.60889,STRI,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,Chiriqui:Wahoo,IV,Type 1a,P. grandis
Coiba_682_AP3XF51,682,AP3XF51,USNM 1666034,Panama,Chiriqui,Wahoo,11/29/21,7.686389,-81.60889,STRI,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,Chiriqui:Wahoo,IV,Type 1a,P. grandis
Coiba_683_AP3XF56,683,AP3XF56,USNM 1666051,Panama,Chiriqui,Canales,11/29/21,7.695942,-81.632929,STRI,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,Chiriqui:Canales,IV,Type 1a,P. grandis
Coiba_697_AP3XF37,697,AP3XF37,USNM 1666045,Panama,Chiriqui,Wahoo,11/29/21,7.686389,-81.60889,STRI,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,Chiriqui:Wahoo,IV,Type 1a,P. grandis
Coiba_901_AP3XF53,901,AP3XF53,USNM 1666056,Panama,Chiriqui,Canales,11/29/21,7.695942,-81.632929,STRI,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,Chiriqui:Canales,IV,Type 1a,P. grandis
Coiba_902_AP3XF54,902,AP3XF54,USNM 1666038,Panama,Chiriqui,Canales,11/29/21,7.695942,-81.632929,STRI,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,Chiriqui:Canales,I,Type 3a,P. verrucosa 3a
Coiba_904_AP3XF68,904,AP3XF68,USNM 1666028,Panama,Chiriqui,Uvas,11/30/21,7.815128015,-81.75892202,STRI,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,Chiriqui:Uvas,IV,Type 1a,P. grandis
Coiba_926_AP3XF52,926,AP3XF52,USNM 1666039,Panama,Chiriqui,Wahoo,11/29/21,7.686389,-81.60889,STRI,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,Chiriqui:Wahoo,IV,Type 1a,P. grandis
Coiba_931_AP3XF40,931,AP3XF40,USNM 1666035,Panama,Chiriqui,Wahoo,11/29/21,7.686389,-81.60889,STRI,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,Chiriqui:Wahoo,IV,Type 1a,P. grandis
Coco_646_AP3XF90,646,AP3XF90,NA,Costa Rica,Coco,Manuelita,5/27/21,5.56097,-87.04643,STRI,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,Coco:Manuelita,IV,Type 1a,P. meandrina
Coco_647_AP3XF91,647,AP3XF91,NA,Costa Rica,Coco,Manuelita,5/27/21,5.56097,-87.04643,STRI,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,Coco:Manuelita,IV,Type 1a,P. meandrina
Coco_657_AP3XG01,657,AP3XG01,NA,Costa Rica,Coco,Weston,5/27/21,5.55259,-87.05227,STRI,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,Coco:Weston,IV,Type 1a,P. grandis
Coco_658_AP3XG02,658,AP3XG02,NA,Costa Rica,Coco,Weston,5/27/21,5.55259,-87.05227,STRI,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,Coco:Weston,IV,Type 1a,P. meandrina
Coco_659_AP3XG03,659,AP3XG03,NA,Costa Rica,Coco,Weston,5/27/21,5.55259,-87.05227,STRI,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,Coco:Weston,IV,Type 1a,P. grandis
Coco_660_AP3XG04,660,AP3XG04,NA,Costa Rica,Coco,Weston,5/27/21,5.55259,-87.05227,STRI,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,Coco:Weston,IV,Type 1a,P. grandis
Coco_661_AP3XG05,661,AP3XG05,NA,Costa Rica,Coco,Weston,5/27/21,5.55259,-87.05227,STRI,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,Coco:Weston,IV,Type 1a,P. grandis
Coco_662_AP3XG06,662,AP3XG06,NA,Costa Rica,Coco,Weston,5/27/21,5.55259,-87.05227,STRI,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,Coco:Weston,NA,NA,P. grandis
Coco_664_AP3XG08,664,AP3XG08,NA,Costa Rica,Coco,Weston,5/27/21,5.55259,-87.05227,STRI,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,Coco:Weston,IV,Type 1a,P. grandis
Clip_01,NA,NA,NA,France,Clipperton,Clipperton,NA,10.28714487,-109.206346,Clipperton,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,Clipperton:Clipperton,NA,NA,P. grandis
Clip_16,NA,NA,NA,France,Clipperton,Clipperton,NA,10.28714487,-109.206346,Clipperton,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,Clipperton:Clipperton,IV,Type 1a,P. meandrina
PAN_10b,NA,NA,NA,Panama,Panama,Saboga,NA,8.62807,-79.05462,RSMAS,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,Panama:Saboga,I,Type 3a,P. verrucosa 3a
PAN_10c,NA,NA,NA,Panama,Panama,Saboga,NA,8.62807,-79.05462,RSMAS,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,Panama:Saboga,I,Type 3a,P. verrucosa 3a
PAN_05b,NA,NA,NA,Panama,Panama,Saboga,NA,8.62807,-79.05462,RSMAS,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,Panama:Saboga,NA,NA,P. grandis
PAN_05c,NA,NA,NA,Panama,Panama,Saboga,NA,8.62807,-79.05462,RSMAS,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,Panama:Saboga,IV,Type 1a,P. grandis
PAN-78b,NA,NA,NA,Panama,Chiriqui,Uvas,NA,7.815128015,-81.75892202,RSMAS,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,Chiriqui:Uvas,IV,Type 1a,P. grandis
URA-51b,NA,NA,NA,Panama,Panama,Uraba,NA,8.779195994,-79.53109993,RSMAS,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,Panama:Uraba,IV,Type 1a,P. grandis
Perlas_376b_AP3XG67,376,AP3XG67,NA,Panama,Panama,Saboga Islets,3/4/22,8.6383,-79.05535,STRI,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,Panama:Saboga Islets,IV,Type 1a,P. grandis
Perlas_376c_AP3XG67,376,AP3XG67,NA,Panama,Panama,Saboga Islets,3/4/22,8.6383,-79.05535,STRI,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,Panama:Saboga Islets,IV,Type 1a,P. grandis
Perlas_358b_AP3XG49,358,AP3XG49,NA,Panama,Panama,Saboga,3/4/22,8.62807,-79.05462,STRI,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,Panama:Saboga,I,Type 3a,P. verrucosa 3a
Perlas_358c_AP3XG49,358,AP3XG49,NA,Panama,Panama,Saboga,3/4/22,8.62807,-79.05462,STRI,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,Panama:Saboga,I,Type 3a,P. verrucosa 3a
Coco_653b_AP3XF97,653,AP3XF97,NA,Costa Rica,Coco,Manuelita,5/27/21,5.56097,-87.04643,STRI,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,Coco:Manuelita,II,Type 3b,P. verrucosa 3b
Coco_653c_AP3XF97,653,AP3XF97,NA,Costa Rica,Coco,Manuelita,5/27/21,5.56097,-87.04643,STRI,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,Coco:Manuelita,II,Type 3b,P. verrucosa 3b
Coco_618b_AP3XF84,618,AP3XF84,NA,Costa Rica,Coco,Chatham,5/26/21,5.55247,-87.04112,STRI,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,Coco:Chatham,IV,Type 1a,P. meandrina
Coco_618c_AP3XF84,618,AP3XF84,NA,Costa Rica,Coco,Chatham,5/26/21,5.55247,-87.04112,STRI,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,Coco:Chatham,IV,Type 1a,P. meandrina
Clip_19b,NA,NA,NA,France,Clipperton,Clipperton,NA,10.28714487,-109.206346,Clipperton,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,Clipperton:Clipperton,V,Type 2,P. effusa
Clip_19c,NA,NA,NA,France,Clipperton,Clipperton,NA,10.28714487,-109.206346,Clipperton,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,Clipperton:Clipperton,V,Type 2,P. effusa
